Model,ability,submission_date,folder,detailed_ability,weak_ability,task_count,family_count,coverage,eligible,rank_difference
DreadPoor/Matryoshka-8B-LINEAR,29.825025523646488,2024-12-02,DreadPoor_Matryoshka-8B-LINEAR,0.6949475111936662,0.6288306451612903,40,6,1.0,True,0.02696871628910469
ClaudioItaly/intelligence-cod-rag-7b-v3,31.836966345244434,2024-12-02,ClaudioItaly_intelligence-cod-rag-7b-v3,0.5832087478989998,0.475566167269188,40,6,1.0,True,0.21035598705501624
hotmailuser/Gemma2Crono-27B,36.28874920037128,2024-12-02,hotmailuser_Gemma2Crono-27B,0.8494594290065983,0.8002154011847066,40,6,1.0,True,0.016720604099244918
sabersalehk/Llama3_01_300,16.69882386756007,2024-12-03,sabersalehk_Llama3_01_300,0.4517765964830785,0.3483236484039886,40,6,1.0,True,0.058791801510248154
sabersalehk/Llama3-001-300,17.12107684025811,2024-12-03,sabersalehk_Llama3-001-300,0.4637850062022932,0.3539090571207732,40,6,1.0,True,0.06418554476806904
OpenScholar/Llama-3.1_OpenScholar-8B,25.961332257431867,2024-12-03,OpenScholar_Llama-3.1_OpenScholar-8B,0.6050676029417071,0.5396505376344086,40,6,1.0,True,0.003775620280474623
DreadPoor/Mercury_In_Retrograde-8b-Model-Stock,29.2612899751994,2024-12-03,DreadPoor_Mercury_In_Retrograde-8b-Model-Stock,0.6751593461861232,0.6051075268817204,40,6,1.0,True,0.018878101402373337
jeffmeloy/Qwen2.5-7B-minperplexity-2,30.04145905845039,2024-12-03,jeffmeloy_Qwen2.5-7B-minperplexity-2,0.5670340284575829,0.45618743047830923,40,6,1.0,True,0.19579288025889974
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_MX,8.04579774103192,2024-12-04,LeroyDyer_SpydazWeb_AI_HumanAI_012_INSTRUCT_MX,0.22562301877688395,0.10598118279569892,40,6,1.0,True,0.013484358144552316
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,15.141877964341816,2024-12-04,LeroyDyer_SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,0.4650311879611568,0.3209859913793104,40,6,1.0,True,0.11434735706580368
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,16.451680981130227,2024-12-04,LeroyDyer_SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,0.443341928102105,0.3149660395712821,40,6,1.0,True,0.052319309600863007
Sicarius-Prototyping/Brainy_LLAMA,24.22551281841119,2024-12-04,Sicarius-Prototyping_Brainy_LLAMA,0.5948630075223817,0.5101478494623656,40,6,1.0,True,0.018878101402373226
Kukedlc/Qwen-2.5-7b-Spanish-o1-CoT,28.573639430598366,2024-12-04,Kukedlc_Qwen-2.5-7b-Spanish-o1-CoT,0.7229741270039243,0.6208333333333333,40,6,1.0,True,0.10140237324703338
newsbang/Homer-v1.0-Qwen2.5-7B,32.62357604568507,2024-12-04,newsbang_Homer-v1.0-Qwen2.5-7B,0.7424637586832854,0.6993279569892473,40,6,1.0,True,0.007551240560949357
zelk12/MT2-Gen3-gemma-2-9B,34.26447113111225,2024-12-04,zelk12_MT2-Gen3-gemma-2-9B,0.7578180389451002,0.6713785675821217,40,6,1.0,True,0.003236245954692629
qingy2024/Qwen2.6-14B-Instruct,36.25438494517895,2024-12-04,qingy2024_Qwen2.6-14B-Instruct,0.8300098869755885,0.8127369530960327,40,6,1.0,True,0.004854368932038833
Corianas/Quokka_2.7b,4.995249580966088,2024-12-05,Corianas_Quokka_2.7b,0.18482837309921632,0.08008333912680757,40,6,1.0,True,0.02696871628910464
sumink/Qwenftmodel,10.104913951155995,2024-12-05,sumink_Qwenftmodel,0.3369940767201246,0.2093767380422692,40,6,1.0,True,0.05231930960086298
Corianas/Neural-Mistral-7B,18.200438567718393,2024-12-06,Corianas_Neural-Mistral-7B,0.3847712314498384,0.26241889814634284,40,6,1.0,True,0.06418554476806904
allknowingroger/Gemma2Slerp1-2.6B,20.670220538987987,2024-12-06,allknowingroger_Gemma2Slerp1-2.6B,0.45954269976292245,0.321089404894327,40,6,1.0,True,0.05339805825242716
DreadPoor/remember_to_breathe-8b-Model-Stock,28.256524177257756,2024-12-06,DreadPoor_remember_to_breathe-8b-Model-Stock,0.638299200012931,0.5504214654228985,40,6,1.0,True,0.019956850053937436
allknowingroger/Gemma2Slerp1-27B,36.507639433632995,2024-12-06,allknowingroger_Gemma2Slerp1-27B,0.8507583014308515,0.8121551843938367,40,6,1.0,True,0.01833872707659112
allknowingroger/Gemma2Slerp4-27B,37.36755448762331,2024-12-06,allknowingroger_Gemma2Slerp4-27B,0.8624071041209553,0.8328394396551724,40,6,1.0,True,0.02265372168284796
allknowingroger/GemmaStock1-27B,37.51365913910503,2024-12-06,allknowingroger_GemmaStock1-27B,0.8614409217672077,0.8633736559139785,40,6,1.0,True,0.017799352750809017
allknowingroger/Gemma2Slerp2-27B,37.93170029272168,2024-12-06,allknowingroger_Gemma2Slerp2-27B,0.8752292974971667,0.8572000885924227,40,6,1.0,True,0.028586839266451003
allknowingroger/QwenStock1-14B,38.14564924678278,2024-12-06,allknowingroger_QwenStock1-14B,0.863606690248821,0.8436361109663523,40,6,1.0,True,0.008090614886731462
allknowingroger/QwenStock2-14B,38.41917529577626,2024-12-06,allknowingroger_QwenStock2-14B,0.8795422158346751,0.8540994623655914,40,6,1.0,True,0.026429341963322472
allknowingroger/QwenSlerp4-14B,38.79874440145977,2024-12-06,allknowingroger_QwenSlerp4-14B,0.857566184406266,0.8441332383203559,40,6,1.0,True,0.008629989212513456
allknowingroger/QwenSlerp6-14B,39.53457080924675,2024-12-06,allknowingroger_QwenSlerp6-14B,0.8549172634319501,0.8270801469225064,40,6,1.0,True,0.01725997842502691
fluently-lm/Llama-TI-8B,21.062119760175154,2024-12-07,fluently-lm_Llama-TI-8B,0.6245495403444442,0.5115136610122357,40,6,1.0,True,0.1898597626752967
hotmailuser/Qwen2.5-HomerSlerp-7B,29.43258692955959,2024-12-07,hotmailuser_Qwen2.5-HomerSlerp-7B,0.7348742203050659,0.654889547413793,40,6,1.0,True,0.08090614886731384
zelk12/MT3-Gen3-gemma-2-9B,34.437033585559284,2024-12-07,zelk12_MT3-Gen3-gemma-2-9B,0.7349771276164415,0.5745558436256883,40,6,1.0,True,0.027508090614886793
CombinHorizon/huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,41.46621085774212,2024-12-07,CombinHorizon_huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,0.6303380061680752,0.28454967324805336,40,6,1.0,True,0.28964401294498376
CombinHorizon/Josiefied-abliteratedV4-Qwen2.5-14B-Inst-BaseMerge-TIES,41.765081012881176,2024-12-07,CombinHorizon_Josiefied-abliteratedV4-Qwen2.5-14B-Inst-BaseMerge-TIES,0.6510123810522057,0.35813838292547273,40,6,1.0,True,0.2605177993527509
CombinHorizon/huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES,45.6578470977455,2024-12-07,CombinHorizon_huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES,0.7306306490351497,0.7395608836206897,40,6,1.0,True,0.15857605177993528
zetasepic/Qwen2.5-32B-Instruct-abliterated-v2,46.88867299768723,2024-12-07,zetasepic_Qwen2.5-32B-Instruct-abliterated-v2,0.7463662754255835,0.7119623655913978,40,6,1.0,True,0.145091693635383
ehristoforu/qwen2.5-test-32b-it,47.36835680458376,2024-12-07,ehristoforu_qwen2.5-test-32b-it,0.8431871601879338,0.7775675229421579,40,6,1.0,True,0.08036677454153185
zelk12/MT4-Gen3-gemma-2-9B,34.3726822248935,2024-12-08,zelk12_MT4-Gen3-gemma-2-9B,0.7615677399353781,0.6937156921500165,40,6,1.0,True,0.0026968716289104133
zelk12/MT5-Gen3-gemma-2-9B,34.48864530182997,2024-12-08,zelk12_MT5-Gen3-gemma-2-9B,0.7483814219772703,0.6335487345180398,40,6,1.0,True,0.016720604099244807
CultriX/SeQwence-14Bv2,38.740075034577536,2024-12-08,CultriX_SeQwence-14Bv2,0.8181523813256877,0.7812264404954228,40,6,1.0,True,0.03613807982740025
Khetterman/DarkAtom-12B-v3,25.88038265945612,2024-12-09,Khetterman_DarkAtom-12B-v3,0.5970410765606029,0.5430221947997775,40,6,1.0,True,0.016720604099244807
NbAiLab/nb-llama-3.1-8B-Instruct,8.479797435320535,2024-12-10,NbAiLab_nb-llama-3.1-8B-Instruct,0.21446540725896304,0.09452724651275904,40,6,1.0,True,0.053937432578209266
DRXD1000/Atlas-7B,8.78657746420255,2024-12-10,DRXD1000_Atlas-7B,0.18596399302417035,0.0993659561901784,40,6,1.0,True,0.12837108953613807
AuraIndustries/Aura-8B,27.363297533889398,2024-12-10,AuraIndustries_Aura-8B,0.6125922294891171,0.5309840795328142,40,6,1.0,True,0.031283710895361416
qingy2024/Qwen2.5-Math-14B-Instruct-Preview,39.91810674601417,2024-12-10,qingy2024_Qwen2.5-Math-14B-Instruct-Preview,0.6332567295180938,0.3944004623192436,40,6,1.0,True,0.2648327939590075
DRXD1000/Phoenix-7B,12.420154178714037,2024-12-11,DRXD1000_Phoenix-7B,0.2606649464025951,0.12727278859812824,40,6,1.0,True,0.035598705501618116
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,27.143883211239544,2024-12-11,LGAI-EXAONE_EXAONE-3.5-2.4B-Instruct,0.4936611030922814,0.291015625,40,6,1.0,True,0.221143473570658
LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,32.547229958748495,2024-12-11,LGAI-EXAONE_EXAONE-3.5-7.8B-Instruct,0.5737418522600053,0.3606055339265851,40,6,1.0,True,0.23624595469255671
Goekdeniz-Guelmez/josie-7b-v6.0-step2000,33.83292639490552,2024-12-11,Goekdeniz-Guelmez_josie-7b-v6.0-step2000,0.640145712264697,0.39970742955135335,40,6,1.0,True,0.15426105717367855
zelk12/gemma-2-S2MTM-9B,33.89283041556518,2024-12-11,zelk12_gemma-2-S2MTM-9B,0.6664277963658762,0.4779974855385898,40,6,1.0,True,0.1035598705501618
oopere/pruned20-llama-3.2-3b,5.656559779770029,2024-12-12,oopere_pruned20-llama-3.2-3b,0.20201940461485507,0.08800506366494694,40,6,1.0,True,0.050701186623516734
Alsebay/Qwen2.5-7B-test-novelist,27.172849099811746,2024-12-12,Alsebay_Qwen2.5-7B-test-novelist,0.6504979346264368,0.5872171336206897,40,6,1.0,True,0.022114347357065856
tiiuae/Falcon3-10B-Base,27.617850879493677,2024-12-12,tiiuae_Falcon3-10B-Base,0.7835912317105915,0.773991935483871,40,6,1.0,True,0.1796116504854368
tiiuae/Falcon3-3B-Base,15.738743193619,2024-12-13,tiiuae_Falcon3-3B-Base,0.45868849316901655,0.327710911429366,40,6,1.0,True,0.08576051779935279
AuraIndustries/Aura-4B,16.063480369846303,2024-12-13,AuraIndustries_Aura-4B,0.4270157535795621,0.3132859320444004,40,6,1.0,True,0.036138079827400194
EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Empathy,23.321646038971995,2024-12-13,EpistemeAI_Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Empathy,0.44858268762302006,0.31206157883759733,40,6,1.0,True,0.1677454153182309
tiiuae/Falcon3-Mamba-7B-Instruct,28.109654708582763,2024-12-13,tiiuae_Falcon3-Mamba-7B-Instruct,0.5701125579150875,0.37338709677419357,40,6,1.0,True,0.11326860841423947
Aashraf995/Creative-7B-nerd,29.978192515967816,2024-12-13,Aashraf995_Creative-7B-nerd,0.725315173140832,0.6567204301075269,40,6,1.0,True,0.0442286947141316
Aashraf995/Qwen-Evo-7B,30.275058582706105,2024-12-13,Aashraf995_Qwen-Evo-7B,0.7563284586395358,0.7129492839265852,40,6,1.0,True,0.056094929881337685
Aashraf995/Gemma-Evo-10B,34.32632733409121,2024-12-13,Aashraf995_Gemma-Evo-10B,0.8006304103702178,0.7729904279357696,40,6,1.0,True,0.029126213592232997
Aashraf995/QwenStock-14B,37.13002133952593,2024-12-13,Aashraf995_QwenStock-14B,0.8802868126805616,0.8716397849462365,40,6,1.0,True,0.050701186623516636
HelpingAI/Priya-3B,13.429592166190526,2024-12-14,HelpingAI_Priya-3B,0.2891514450852769,0.18313172043010753,40,6,1.0,True,0.03128371089536139
AuraIndustries/Aura-MoE-2x4B,16.79797839924053,2024-12-14,AuraIndustries_Aura-MoE-2x4B,0.370545778709014,0.28324452377230014,40,6,1.0,True,0.043149946062567446
HelpingAI/Cipher-20B,26.976007616737775,2024-12-14,HelpingAI_Cipher-20B,0.7247924108098853,0.5669450431034483,40,6,1.0,True,0.13969795037756205
INSAIT-Institute/BgGPT-Gemma-2-27B-IT-v1.0,1.6780628068086922,2024-12-15,INSAIT-Institute_BgGPT-Gemma-2-27B-IT-v1.0,0.15408886070552424,0.05721192262928414,40,6,1.0,True,0.014563106796116505
fulim/FineLlama-3.1-8B,13.250843761720356,2024-12-15,fulim_FineLlama-3.1-8B,0.4293436240551115,0.33051075268817204,40,6,1.0,True,0.10895361380798274
AuraIndustries/Aura-MoE-2x4B-v2,17.515881576703762,2024-12-15,AuraIndustries_Aura-MoE-2x4B-v2,0.37555720500321815,0.27786112269181995,40,6,1.0,True,0.05501618122977342
zelk12/MT2-Gen4-gemma-2-9B,34.202321593914604,2024-12-15,zelk12_MT2-Gen4-gemma-2-9B,0.7180248225240768,0.5827948303715671,40,6,1.0,True,0.03775620280474645
tiiuae/Falcon3-1B-Instruct,16.164597322515025,2024-12-16,tiiuae_Falcon3-1B-Instruct,0.2975444474594221,0.17325268817204303,40,6,1.0,True,0.08468176914778858
Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,19.012851991491477,2024-12-16,Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,0.4107007191872903,0.3351910108453838,40,6,1.0,True,0.05825242718446605
zelk12/MT3-Gen4-gemma-2-9B,34.517532467321914,2024-12-16,zelk12_MT3-Gen4-gemma-2-9B,0.8000177296222452,0.7666560268904059,40,6,1.0,True,0.01941747572815533
tiiuae/Falcon3-7B-Instruct,36.404684964282325,2024-12-16,tiiuae_Falcon3-7B-Instruct,0.765589691044221,0.6731407292825362,40,6,1.0,True,0.03667745415318224
newsbang/Homer-v1.0-Qwen2.5-72B,47.464376408361055,2024-12-16,newsbang_Homer-v1.0-Qwen2.5-72B,0.9636541675127572,0.9736559139784946,40,6,1.0,True,0.0021574973031284195
DreadPoor/Again-8B-Model_Stock,26.00238758465348,2024-12-17,DreadPoor_Again-8B-Model_Stock,0.5917874659626369,0.5176972049959178,40,6,1.0,True,0.032362459546925626
HPAI-BSC/Qwen2.5-Aloe-Beta-7B,27.826720985708487,2024-12-17,HPAI-BSC_Qwen2.5-Aloe-Beta-7B,0.538397554229165,0.4204732689098999,40,6,1.0,True,0.15749730312837118
HelpingAI/Priya-10B,14.14328407509064,2024-12-18,HelpingAI_Priya-10B,0.3475693342919989,0.21147912432469992,40,6,1.0,True,0.002696871628910469
mukaj/Llama-3.1-Hawkish-8B,26.581501102977555,2024-12-18,mukaj_Llama-3.1-Hawkish-8B,0.46059532526810587,0.2816532258064516,40,6,1.0,True,0.2540453074433657
DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,28.65682513548015,2024-12-18,DreadPoor_Elusive_Dragon_Heart-8B-LINEAR,0.6621643938418008,0.6085349462365591,40,6,1.0,True,0.014563106796116498
PJMixers-Dev/LLaMa-3.1-Instruct-Interleaved-Zeroed-13B,28.894562181103485,2024-12-18,PJMixers-Dev_LLaMa-3.1-Instruct-Interleaved-Zeroed-13B,0.6040166354558452,0.4979838709677419,40,6,1.0,True,0.07982740021574974
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct-2412,20.301755342918195,2024-12-19,CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct-2412,0.47639744604843504,0.3212745063959956,40,6,1.0,True,0.013484358144552344
CultriX/Qwen2.5-14B-Emerged,37.95214334488745,2024-12-19,CultriX_Qwen2.5-14B-Emerged,0.8292472377716326,0.7779569892473118,40,6,1.0,True,0.01941747572815533
CultriX/Qwen2.5-14B-Wernickev3,38.38114202702077,2024-12-19,CultriX_Qwen2.5-14B-Wernickev3,0.8228218699618302,0.8091397849462365,40,6,1.0,True,0.028586839266450892
win10/Qwen2.5-2B-Instruct,10.57067746533664,2024-12-20,win10_Qwen2.5-2B-Instruct,0.2543677539922747,0.11205409575603958,40,6,1.0,True,0.015641855447680708
EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-divergent,23.02725584049078,2024-12-20,EpistemeAI_Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-divergent,0.43191624916214566,0.33440860215053764,40,6,1.0,True,0.17529665587918014
EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Logic,23.204900560269166,2024-12-20,EpistemeAI_Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Logic,0.43794170048876335,0.3215725806451613,40,6,1.0,True,0.1752966558791802
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,23.50945092474288,2024-12-20,CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct,0.364144036340826,0.2633610618930985,40,6,1.0,True,0.27346278317152106
PJMixers-Dev/LLaMa-3.1-RomboTiesTest-8B,28.818375441031588,2024-12-20,PJMixers-Dev_LLaMa-3.1-RomboTiesTest-8B,0.60387520226619,0.4979838709677419,40,6,1.0,True,0.07874865156418553
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,29.348131644913156,2024-12-20,DreadPoor_Asymmetric_Linearity-8B-Model_Stock,0.6860149780542447,0.6061977672437004,40,6,1.0,True,0.03775620280474645
Orion-zhen/phi-4-abliterated,29.97907708859114,2024-12-20,Orion-zhen_phi-4-abliterated,0.8801896921514392,0.874663435648896,40,6,1.0,True,0.1769147788565265
CohereForAI/c4ai-command-r7b-12-2024,31.61752928799648,2024-12-20,CohereForAI_c4ai-command-r7b-12-2024,0.6808158840721876,0.5459890329532814,40,6,1.0,True,0.03721682847896435
bunnycore/FuseCyberMix-Qwen-2.5-7B-Instruct,34.50574650183828,2024-12-20,bunnycore_FuseCyberMix-Qwen-2.5-7B-Instruct,0.5218000966256036,0.27003354421579534,40,6,1.0,True,0.3554476806903991
CombinHorizon/zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES,46.76362120574333,2024-12-20,CombinHorizon_zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES,0.7463302979506115,0.7250672043010753,40,6,1.0,True,0.145091693635383
Sakalti/Phi3.5-Comets-3.8B,5.760043006242388,2024-12-21,Sakalti_Phi3.5-Comets-3.8B,0.21011610162135663,0.061634703910226345,40,6,1.0,True,0.06148867313915858
NCSOFT/Llama-VARCO-8B-Instruct,20.98350927266516,2024-12-21,NCSOFT_Llama-VARCO-8B-Instruct,0.5410246587952539,0.4564673554293258,40,6,1.0,True,0.06742179072276155
PJMixers-Dev/LLaMa-3.1-RomboTiesTest2-8B,28.818375441031588,2024-12-21,PJMixers-Dev_LLaMa-3.1-RomboTiesTest2-8B,0.60387520226619,0.4979838709677419,40,6,1.0,True,0.07874865156418553
FuseAI/FuseChat-Qwen-2.5-7B-Instruct,31.40771569311038,2024-12-21,FuseAI_FuseChat-Qwen-2.5-7B-Instruct,0.690202018984588,0.5525323275862069,40,6,1.0,True,0.01941747572815533
DreadPoor/Casuar-9B-Model_Stock,33.631173922201846,2024-12-21,DreadPoor_Casuar-9B-Model_Stock,0.7821892454596009,0.7334551411290322,40,6,1.0,True,0.029126213592232997
zelk12/MT-Merge4-gemma-2-9B,34.59930867791183,2024-12-21,zelk12_MT-Merge4-gemma-2-9B,0.7857943037082578,0.716665255267775,40,6,1.0,True,0.008629989212513456
nisten/tqwendo-36b,37.04172043230399,2024-12-21,nisten_tqwendo-36b,0.8557522937431452,0.8213227370689655,40,6,1.0,True,0.016720604099244807
sometimesanotion/Qwentinuum-14B-v1,37.151308752643104,2024-12-21,sometimesanotion_Qwentinuum-14B-v1,0.8729467201036514,0.872503561067973,40,6,1.0,True,0.034519956850053934
sometimesanotion/Qwenvergence-14B-v3,37.51730006937248,2024-12-21,sometimesanotion_Qwenvergence-14B-v3,0.8821489203051183,0.8825268817204301,40,6,1.0,True,0.04746494066882412
sometimesanotion/Qwenvergence-14B-v3-Prose,37.52186681948957,2024-12-21,sometimesanotion_Qwenvergence-14B-v3-Prose,0.8859075309146899,0.8747983870967742,40,6,1.0,True,0.05070118662351675
sometimesanotion/Qwenvergence-14B-v3-Reason,37.613265274956085,2024-12-21,sometimesanotion_Qwenvergence-14B-v3-Reason,0.8772659585225432,0.8714381720430107,40,6,1.0,True,0.035598705501618144
sometimesanotion/Qwentinuum-14B-v2,37.91575826840247,2024-12-21,sometimesanotion_Qwentinuum-14B-v2,0.8744880913780075,0.8558467741935484,40,6,1.0,True,0.026968716289104577
CultriX/Qwen2.5-14B-Unity,38.29922923584618,2024-12-21,CultriX_Qwen2.5-14B-Unity,0.7669573790854195,0.6985060885576806,40,6,1.0,True,0.06094929881337652
CultriX/Qwen2.5-14B-Emergedv3,38.656291851731986,2024-12-21,CultriX_Qwen2.5-14B-Emergedv3,0.8064963515806619,0.7591210752534678,40,6,1.0,True,0.04099244875943908
T145/Meta-Llama-3.1-8B-Instruct-TIES,24.976590554171448,2024-12-22,T145_Meta-Llama-3.1-8B-Instruct-TIES,0.5999893093085539,0.4901209677419355,40,6,1.0,True,0.01240560949298819
sometimesanotion/Qwentinuum-14B-v8,38.48492951696213,2024-12-22,sometimesanotion_Qwentinuum-14B-v8,0.8787069673088569,0.8438844086021506,40,6,1.0,True,0.02373247033441206
sometimesanotion/Qwentinuum-14B-v7,39.15035648193577,2024-12-22,sometimesanotion_Qwentinuum-14B-v7,0.8843204428578499,0.8531247103262884,40,6,1.0,True,0.024271844660194164
sometimesanotion/Qwentinuum-14B-v6,39.59946867765128,2024-12-22,sometimesanotion_Qwentinuum-14B-v6,0.8854420871727502,0.8531586021505376,40,6,1.0,True,0.021035598705501646
hotmailuser/Llama-Hermes-slerp-8B,19.59642323585999,2024-12-23,hotmailuser_Llama-Hermes-slerp-8B,0.5549516979849342,0.4479512826751947,40,6,1.0,True,0.13807982740021574
hotmailuser/QwenSlerp-7B,30.086749997612042,2024-12-23,hotmailuser_QwenSlerp-7B,0.7375607363176295,0.6502016129032258,40,6,1.0,True,0.05070118662351675
hotmailuser/FalconSlerp2-7B,31.286856255059003,2024-12-23,hotmailuser_FalconSlerp2-7B,0.7356065878194479,0.6787858905728587,40,6,1.0,True,0.02588996763754048
hotmailuser/FalconSlerp3-7B,31.531501918893497,2024-12-23,hotmailuser_FalconSlerp3-7B,0.7369996966709106,0.6756720430107527,40,6,1.0,True,0.022114347357065856
CultriX/Qwen2.5-14B-FinalMerge,32.23626965408581,2024-12-23,CultriX_Qwen2.5-14B-FinalMerge,0.718009118137569,0.5614247311827957,40,6,1.0,True,0.008629989212513456
CultriX/Qwenfinity-2.5-14B,32.322008098684286,2024-12-23,CultriX_Qwenfinity-2.5-14B,0.7000963735078856,0.5820645624768261,40,6,1.0,True,0.024271844660194164
CultriX/Qwen2.5-14B-Broca,37.92450077102951,2024-12-23,CultriX_Qwen2.5-14B-Broca,0.8802445625062146,0.8699596774193549,40,6,1.0,True,0.03937432578209288
CultriX/Qwen2.5-14B-Brocav7,39.617379910439844,2024-12-23,CultriX_Qwen2.5-14B-Brocav7,0.8589114536910664,0.8233198924731182,40,6,1.0,True,0.015641855447680708
CultriX/Qwen2.5-14B-Brocav6,39.840730335689976,2024-12-23,CultriX_Qwen2.5-14B-Brocav6,0.849620721973212,0.8232163341212458,40,6,1.0,True,0.030204962243797207
CultriX/Qwen2.5-14B-Brocav3,39.84683205575066,2024-12-23,CultriX_Qwen2.5-14B-Brocav3,0.8673952095521156,0.8233198924731182,40,6,1.0,True,0.01132686084142398
ContactDoctor/Bio-Medical-Llama-3-8B,19.917452669814427,2024-12-24,ContactDoctor_Bio-Medical-Llama-3-8B,0.5068059179908733,0.3981182795698925,40,6,1.0,True,0.04692556634304207
Minami-su/test-7B-00,29.950834319546107,2024-12-24,Minami-su_test-7B-00,0.5613166011807531,0.3563172043010753,40,6,1.0,True,0.19956850053937436
Minami-su/test-7B-01,30.08150931571436,2024-12-24,Minami-su_test-7B-01,0.5666301938215695,0.33727188195216906,40,6,1.0,True,0.19956850053937436
zelk12/MT1-Gen5-gemma-2-9B,33.556617199966034,2024-12-24,zelk12_MT1-Gen5-gemma-2-9B,0.65289103080058,0.4171370967741935,40,6,1.0,True,0.12944983818770228
Daemontatox/AetherDrake-SFT,22.917960736440758,2024-12-25,Daemontatox_AetherDrake-SFT,0.5588319617961649,0.44055851988320355,40,6,1.0,True,0.02588996763754048
mattshumer/Reflection-Llama-3.1-70B,24.392555308681647,2024-12-25,mattshumer_Reflection-Llama-3.1-70B,0.7694405030646824,0.6406165858912224,40,6,1.0,True,0.2513484358144552
Daemontatox/RA_Reasoner,29.208002590797037,2024-12-25,Daemontatox_RA_Reasoner,0.7785498353249407,0.7279569892473118,40,6,1.0,True,0.12944983818770228
Minami-su/test-v2-7B-00,29.484350067576724,2024-12-25,Minami-su_test-v2-7B-00,0.5240288559895052,0.2647849462365591,40,6,1.0,True,0.24217907227615965
zelk12/MT2-Gen5-gemma-2-9B,34.04923355550058,2024-12-25,zelk12_MT2-Gen5-gemma-2-9B,0.7040818924382639,0.5517635971997846,40,6,1.0,True,0.04746494066882423
JayHyeon/Qwen-0.5B-eDPO-5epoch,6.72779460682018,2024-12-26,JayHyeon_Qwen-0.5B-eDPO-5epoch,0.18154154772261616,0.08723118279569891,40,6,1.0,True,0.03128371089536139
JayHyeon/Qwen-0.5B-IRPO-5epoch,6.9234686409529,2024-12-26,JayHyeon_Qwen-0.5B-IRPO-5epoch,0.2106820098688979,0.09444709978680015,40,6,1.0,True,0.034519956850053934
JayHyeon/Qwen-0.5B-IRPO-1epoch,7.031892544703613,2024-12-26,JayHyeon_Qwen-0.5B-IRPO-1epoch,0.18887113892552784,0.08512018562291435,40,6,1.0,True,0.023732470334412087
JayHyeon/Qwen-0.5B-DPO-5epoch,7.198583184761694,2024-12-26,JayHyeon_Qwen-0.5B-DPO-5epoch,0.19788449919655088,0.08770161290322581,40,6,1.0,True,0.00647249190938512
JayHyeon/Qwen-0.5B-eDPO-1epoch,7.280997177732158,2024-12-26,JayHyeon_Qwen-0.5B-eDPO-1epoch,0.22643220974843853,0.1019489247311828,40,6,1.0,True,0.05825242718446601
JayHyeon/Qwen-0.5B-DPO-1epoch,7.385732750247261,2024-12-26,JayHyeon_Qwen-0.5B-DPO-1epoch,0.21875786824464058,0.12143817204301074,40,6,1.0,True,0.03559870550161813
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-MDPO-1epoch_v1,7.896219502136105,2024-12-26,JayHyeon_Qwen2.5-0.5B-Instruct-SFT-MDPO-1epoch_v1,0.20946573179647343,0.10724633273081201,40,6,1.0,True,0.03883495145631069
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-DPO-1epoch_v1,8.15078478555964,2024-12-26,JayHyeon_Qwen2.5-0.5B-Instruct-SFT-DPO-1epoch_v1,0.23755812424694195,0.13904569892473118,40,6,1.0,True,0.0005393743257821049
JayHyeon/Qwen2.5-0.5B-Instruct-SFT,8.158039000338244,2024-12-26,JayHyeon_Qwen2.5-0.5B-Instruct-SFT,0.2418154108885419,0.12197102683537264,40,6,1.0,True,0.007551240560949302
